DH0068,MH071,8,10044000,2015-01-10
DH0069,MH049,11,3916000,2015-01-08
DH0070,MH073,18,4356000,2015-01-12
DH0071,MH033,8,8832000,2015-01-11
DH0072,MH065,32,8912000,2015-01-10
DH0073,MH001,3,1104000,2015-01-09
DH0074,MH072,27,8626500,2015-01-12
DH0075,MH001,14,5152000,2015-01-13
DH0076,MH010,12,3654000,2015-01-10
DH0077,MH085,41,8200000,2015-01-13
DH0078,MH002,27,17523000,2015-01-13
DH0079,MH077,2,1258000,2015-01-09
DH0080,MH055,40,17440000,2015-01-10
DH0081,MH090,31,36719500,2015-01-12
DH0082,MH076,45,7740000,2015-01-09
DH0083,MH008,39,12441000,2015-01-10
DH0084,MH048,17,18844500,2015-01-09
DH0085,MH086,1,261000,2015-01-14
DH0086,MH034,28,5796000,2015-01-12
DH0087,MH036,44,53130000,2015-01-11
DH0088,MH072,11,3514500,2015-01-10
DH0089,MH081,4,1566000,2015-01-13
DH0090,MH087,22,5621000,2015-01-10
DH0091,MH085,33,6600000,2015-01-13
DH0092,MH079,11,4488000,2015-01-13
DH0093,MH033,49,54096000,2015-01-12
DH0094,MH037,1,231500,2015-01-12
DH0095,MH042,46,29348000,2015-01-11
DH0096,MH022,24,31476000,2015-01-14
DH0097,MH051,40,11740000,2015-01-12
DH0098,MH081,42,16443000,2015-01-12
DH0099,MH030,11,2046000,2015-01-15
DH0100,MH020,25,8162500,2015-01-13
DH0101,MH011,25,4425000,2015-01-14
DH0102,MH069,14,2352000,2015-01-15
DH0103,MH031,42,50022000,2015-01-12
DH0104,MH090,3,3553500,2015-01-15
DH0105,MH021,35,10010000,2015-01-11
DH0106,MH038,14,8183000,2015-01-11
DH0107,MH096,35,12880000,2015-01-11
DH0108,MH077,21,13209000,2015-01-14
DH0109,MH050,41,19003500,2015-01-13
DH0110,MH081,26,10179000,2015-01-15
DH0111,MH042,45,28710000,2015-01-15
DH0112,MH015,32,40464000,2015-01-12
DH0113,MH037,41,9491500,2015-01-15
DH0114,MH040,17,8032500,2015-01-15
DH0115,MH077,18,11322000,2015-01-15
DH0116,MH007,5,832500,2015-01-13
DH0117,MH011,38,6726000,2015-01-15
DH0118,MH007,47,7825500,2015-01-13
DH0119,MH087,21,5365500,2015-01-15
DH0120,MH004,47,13536000,2015-01-13
DH0121,MH046,33,8299500,2015-01-16
DH0122,MH070,49,15557500,2015-01-13
DH0123,MH077,45,28305000,2015-01-12
DH0124,MH091,46,14191000,2015-01-14
DH0125,MH039,29,34916000,2015-01-14
DH0126,MH061,12,3606000,2015-01-12
DH0127,MH032,3,685500,2015-01-14
DH0128,MH034,22,4554000,2015-01-15
DH0129,MH004,9,2592000,2015-01-16
DH0130,MH062,22,5907000,2015-01-13
DH0131,MH098,12,3282000,2015-01-17
DH0132,MH071,48,60264000,2015-01-17
DH0133,MH091,37,11414500,2015-01-17
DH0134,MH089,40,19420000,2015-01-16
DH0135,MH019,43,13889000,2015-01-13
DH0136,MH089,23,11166500,2015-01-13
DH0137,MH073,3,726000,2015-01-16
DH0138,MH098,32,8752000,2015-01-14
DH0139,MH027,21,4914000,2015-01-17
DH0140,MH013,21,10132500,2015-01-15
DH0141,MH042,33,21054000,2015-01-14
DH0142,MH002,32,20768000,2015-01-17
DH0143,MH096,45,16560000,2015-01-16
DH0144,MH083,19,7267500,2015-01-18
DH0145,MH018,39,12070500,2015-01-17
DH0146,MH007,42,6993000,2015-01-18
DH0147,MH046,34,8551000,2015-01-18
DH0148,MH059,19,5529000,2015-01-14
DH0149,MH092,17,9919500,2015-01-15
DH0150,MH066,19,7096500,2015-01-16
DH0151,MH010,43,13093500,2015-01-14
DH0152,MH096,13,4784000,2015-01-16
DH0153,MH025,9,3505500,2015-01-15
DH0154,MH086,49,12789000,2015-01-14
DH0155,MH095,2,2555000,2015-01-17
DH0156,MH077,3,1887000,2015-01-17
DH0157,MH009,40,48440000,2015-01-17
DH0158,MH024,5,1177500,2015-01-18
DH0159,MH080,24,26628000,2015-01-16
DH0160,MH089,26,12623000,2015-01-17
DH0161,MH075,16,6328000,2015-01-18
DH0162,MH019,23,7429000,2015-01-19
DH0163,MH078,15,2730000,2015-01-16
DH0164,MH039,15,18060000,2015-01-16
DH0165,MH027,30,7020000,2015-01-19
DH0166,MH053,34,6613000,2015-01-15
DH0167,MH090,29,34350500,2015-01-19
DH0168,MH048,2,2217000,2015-01-17
DH0169,MH044,29,8163500,2015-01-20
DH0170,MH086,21,5481000,2015-01-19
DH0171,MH087,29,7409500,2015-01-19
DH0172,MH099,37,8676500,2015-01-18
DH0173,MH067,18,7596000,2015-01-16
DH0174,MH066,29,10831500,2015-01-20
DH0175,MH048,42,46557000,2015-01-20
DH0176,MH097,12,15474000,2015-01-16
DH0177,MH056,28,4536000,2015-01-18
DH0178,MH002,43,27907000,2015-01-20
DH0179,MH025,41,15969500,2015-01-16
DH0180,MH008,49,15631000,2015-01-16
DH0181,MH011,5,885000,2015-01-17
DH0182,MH049,36,12816000,2015-01-19
DH0183,MH099,20,4690000,2015-01-20
DH0184,MH036,13,15697500,2015-01-20
DH0185,MH002,15,9735000,2015-01-21
DH0186,MH023,39,16263000,2015-01-20
DH0187,MH053,21,4084500,2015-01-18
DH0188,MH073,50,12100000,2015-01-18
DH0189,MH069,12,2016000,2015-01-21
DH0190,MH085,39,7800000,2015-01-17
DH0191,MH091,26,8021000,2015-01-20
DH0192,MH084,41,15785000,2015-01-21
DH0193,MH072,25,7987500,2015-01-19
DH0194,MH081,33,12919500,2015-01-20
DH0195,MH067,42,17724000,2015-01-18
DH0196,MH044,46,12949000,2015-01-20
DH0197,MH019,38,12274000,2015-01-19
DH0198,MH045,47,13583000,2015-01-22
DH0199,MH095,33,42157500,2015-01-22
DH0200,MH099,20,4690000,2015-01-20
DH0201,MH063,48,20088000,2015-01-20
DH0202,MH043,39,11719500,2015-01-19
DH0203,MH083,8,3060000,2015-01-20
DH0204,MH066,20,7470000,2015-01-20
DH0205,MH098,42,11487000,2015-01-22
DH0206,MH088,9,2848500,2015-01-18
DH0207,MH089,14,6797000,2015-01-20
DH0208,MH099,26,6097000,2015-01-22
DH0209,MH033,14,15456000,2015-01-22
DH0210,MH074,18,10728000,2015-01-19
DH0211,MH043,50,15025000,2015-01-21
DH0212,MH088,46,14559000,2015-01-20
DH0213,MH002,47,30503000,2015-01-19
DH0214,MH057,15,6225000,2015-01-23
DH0215,MH085,49,9800000,2015-01-20
DH0216,MH021,7,2002000,2015-01-21
DH0217,MH041,24,8868000,2015-01-20
DH0218,MH013,17,8202500,2015-01-20
DH0219,MH013,17,8202500,2015-01-23
DH0220,MH049,18,6408000,2015-01-20
DH0221,MH052,12,3144000,2015-01-21
DH0222,MH029,6,7380000,2015-01-22
DH0223,MH068,26,7852000,2015-01-22
DH0224,MH010,24,7308000,2015-01-23
DH0225,MH011,49,8673000,2015-01-21
DH0226,MH099,24,5628000,2015-01-21
DH0227,MH071,19,23854500,2015-01-24
DH0228,MH004,30,8640000,2015-01-20
DH0229,MH062,45,12082500,2015-01-21
DH0230,MH050,38,17613000,2015-01-22
DH0231,MH086,24,6264000,2015-01-20
DH0232,MH028,20,9130000,2015-01-21
DH0233,MH043,16,4808000,2015-01-24
DH0234,MH042,17,10846000,2015-01-21
DH0235,MH090,44,52118000,2015-01-24
DH0236,MH001,37,13616000,2015-01-20
DH0237,MH037,47,10880500,2015-01-22
DH0238,MH032,16,3656000,2015-01-21
DH0239,MH052,24,6288000,2015-01-22
DH0240,MH078,50,9100000,2015-01-23
DH0241,MH085,36,7200000,2015-01-25
DH0242,MH071,42,52731000,2015-01-24
DH0243,MH071,8,10044000,2015-01-23
DH0244,MH096,12,4416000,2015-01-25
DH0245,MH036,44,53130000,2015-01-24
DH0246,MH032,32,7312000,2015-01-23
DH0247,MH025,9,3505500,2015-01-25
DH0248,MH049,14,4984000,2015-01-23
DH0249,MH035,20,5040000,2015-01-22
DH0250,MH049,32,11392000,2015-01-22
DH0251,MH032,12,2742000,2015-01-21
DH0252,MH083,45,17212500,2015-01-23
DH0253,MH054,38,12635000,2015-01-22
DH0254,MH065,4,1114000,2015-01-24
DH0255,MH026,25,8650000,2015-01-25
DH0256,MH094,29,32175500,2015-01-22
DH0257,MH058,30,14775000,2015-01-22
DH0258,MH057,8,3320000,2015-01-26
DH0259,MH014,36,8028000,2015-01-24
DH0260,MH075,27,10678500,2015-01-24
DH0261,MH083,3,1147500,2015-01-25
DH0262,MH088,34,10761000,2015-01-22
DH0263,MH042,50,31900000,2015-01-22
DH0264,MH036,40,48300000,2015-01-24
DH0265,MH097,17,21921500,2015-01-26
DH0266,MH069,13,2184000,2015-01-23
DH0267,MH030,32,5952000,2015-01-24
DH0268,MH093,21,4882500,2015-01-27
DH0269,MH056,31,5022000,2015-01-24
DH0270,MH052,7,1834000,2015-01-23
DH0271,MH041,4,1478000,2015-01-25
DH0272,MH088,39,12343500,2015-01-25
DH0273,MH009,13,15743000,2015-01-27
DH0274,MH062,45,12082500,2015-01-26
DH0275,MH060,15,3420000,2015-01-23
DH0276,MH009,48,58128000,2015-01-23
DH0277,MH082,47,14405500,2015-01-25
DH0278,MH024,31,7300500,2015-01-25
DH0279,MH061,33,9916500,2015-01-25
DH0280,MH087,15,3832500,2015-01-25
DH0281,MH071,9,11299500,2015-01-24
DH0282,MH068,10,3020000,2015-01-26
DH0283,MH005,41,7585000,2015-01-24
DH0284,MH046,27,6790500,2015-01-25
DH0285,MH059,29,8439000,2015-01-27
DH0286,MH051,6,1761000,2015-01-28
DH0287,MH092,2,1167000,2015-01-24
DH0288,MH099,48,11256000,2015-01-28
DH0289,MH030,10,1860000,2015-01-26
DH0290,MH058,30,14775000,2015-01-26
DH0291,MH061,6,1803000,2015-01-25
DH0292,MH064,42,7917000,2015-01-26
DH0293,MH081,47,18400500,2015-01-27
DH0294,MH070,49,15557500,2015-01-27
DH0295,MH013,42,20265000,2015-01-29
DH0296,MH097,29,37395500,2015-01-28
DH0297,MH014,18,4014000,2015-01-28
DH0298,MH033,9,9936000,2015-01-27
DH0299,MH047,19,24320000,2015-01-25
DH0300,MH084,36,13860000,2015-01-26
DH0301,MH013,9,4342500,2015-01-28
DH0302,MH079,1,408000,2015-01-29
DH0303,MH094,43,47708500,2015-01-29
DH0304,MH044,39,10978500,2015-01-29
DH0305,MH037,41,9491500,2015-01-29
DH0306,MH028,39,17803500,2015-01-27
DH0307,MH068,36,10872000,2015-01-26
DH0308,MH039,34,40936000,2015-01-27
DH0309,MH020,11,3591500,2015-01-28
DH0310,MH047,16,20480000,2015-01-30
DH0311,MH032,1,228500,2015-01-28
DH0312,MH031,50,59550000,2015-01-27
DH0313,MH081,49,19183500,2015-01-29
DH0314,MH075,24,9492000,2015-01-30
DH0315,MH077,1,629000,2015-01-26
DH0316,MH009,4,4844000,2015-01-28
DH0317,MH039,45,54180000,2015-01-28
DH0318,MH081,27,10570500,2015-01-29
DH0319,MH051,22,6457000,2015-01-28
DH0320,MH027,20,4680000,2015-01-29
DH0321,MH098,45,12307500,2015-01-27
DH0322,MH073,6,1452000,2015-01-28
DH0323,MH006,42,19152000,2015-01-28
DH0324,MH007,30,4995000,2015-01-27
DH0325,MH012,16,5776000,2015-01-28
DH0326,MH004,18,5184000,2015-01-30
DH0327,MH013,30,14475000,2015-01-28
DH0328,MH019,3,969000,2015-01-27
DH0329,MH059,21,6111000,2015-01-30
DH0330,MH016,6,1197000,2015-01-29
DH0331,MH030,16,2976000,2015-01-27
DH0332,MH052,41,10742000,2015-01-31
DH0333,MH068,42,12684000,2015-01-31
DH0334,MH034,21,4347000,2015-01-27
DH0335,MH024,35,8242500,2015-01-28
DH0336,MH090,21,24874500,2015-01-31
DH0337,MH072,22,7029000,2015-01-29
DH0338,MH097,39,50290500,2015-02-01
DH0339,MH070,29,9207500,2015-01-31
DH0340,MH031,39,46449000,2015-01-28
DH0341,MH054,30,9975000,2015-01-30
DH0342,MH041,10,3695000,2015-01-29
DH0343,MH038,15,8767500,2015-01-31
DH0344,MH055,42,18312000,2015-01-31
DH0345,MH040,14,6615000,2015-01-28
DH0346,MH029,28,34440000,2015-02-01
DH0347,MH028,45,20542500,2015-01-31
DH0348,MH018,34,10523000,2015-02-01
DH0349,MH015,30,37935000,2015-02-01
DH0350,MH057,40,16600000,2015-01-28
DH0351,MH057,41,17015000,2015-01-29
DH0352,MH066,40,14940000,2015-01-31
DH0353,MH061,32,9616000,2015-01-29
DH0354,MH050,43,19930500,2015-01-31
DH0355,MH033,7,7728000,2015-02-01
DH0356,MH085,17,3400000,2015-02-02
DH0357,MH061,15,4507500,2015-02-02
DH0358,MH033,26,28704000,2015-01-29
DH0359,MH082,14,4291000,2015-01-29
DH0360,MH085,36,7200000,2015-01-30
DH0361,MH086,2,522000,2015-01-29
DH0362,MH093,23,5347500,2015-02-02
DH0363,MH051,31,9098500,2015-01-29
DH0364,MH016,31,6184500,2015-02-01
DH0365,MH036,18,21735000,2015-02-03
DH0366,MH057,26,10790000,2015-01-31
DH0367,MH023,49,20433000,2015-02-01
DH0368,MH074,14,8344000,2015-01-31
DH0369,MH062,24,6444000,2015-02-02
DH0370,MH095,48,61320000,2015-01-30
DH0371,MH022,35,45902500,2015-01-31
DH0372,MH021,50,14300000,2015-02-01
DH0373,MH086,16,4176000,2015-02-02
DH0374,MH075,8,3164000,2015-01-31
DH0375,MH001,17,6256000,2015-02-01
DH0376,MH056,5,810000,2015-01-31
DH0377,MH037,39,9028500,2015-02-02
DH0378,MH074,8,4768000,2015-02-03
DH0379,MH012,32,11552000,2015-02-03
DH0380,MH087,16,4088000,2015-02-01
DH0381,MH044,11,3096500,2015-02-02
DH0382,MH093,23,5347500,2015-02-01
DH0383,MH092,39,22756500,2015-01-31
DH0384,MH031,10,11910000,2015-01-31
DH0385,MH066,3,1120500,2015-02-01
DH0386,MH034,44,9108000,2015-02-01
DH0387,MH049,38,13528000,2015-02-02
DH0388,MH031,33,39303000,2015-02-02
DH0389,MH005,24,4440000,2015-01-31
DH0390,MH018,17,5261500,2015-01-31
DH0391,MH071,48,60264000,2015-02-03
DH0392,MH043,48,14424000,2015-02-02
DH0393,MH042,1,638000,2015-02-03
DH0394,MH092,24,14004000,2015-02-05
DH0395,MH032,31,7083500,2015-02-05
DH0396,MH061,10,3005000,2015-02-04
DH0397,MH083,27,10327500,2015-02-01
DH0398,MH066,6,2241000,2015-02-01
DH0399,MH036,15,18112500,2015-02-01
DH0400,MH039,37,44548000,2015-02-03
DH0401,MH027,11,2574000,2015-02-03
DH0402,MH087,46,11753000,2015-02-04
DH0403,MH037,39,9028500,2015-02-02
DH0404,MH076,8,1376000,2015-02-02
DH0405,MH100,14,3353000,2015-02-03
DH0406,MH090,4,4738000,2015-02-02
DH0407,MH056,41,6642000,2015-02-05
DH0408,MH099,15,3517500,2015-02-03
DH0409,MH050,8,3708000,2015-02-02
DH0410,MH081,16,6264000,2015-02-04
DH0411,MH067,39,16458000,2015-02-05
DH0412,MH028,50,22825000,2015-02-04
DH0413,MH013,35,16887500,2015-02-03
DH0414,MH047,43,55040000,2015-02-04
DH0415,MH047,37,47360000,2015-02-04
DH0416,MH038,14,8183000,2015-02-04
DH0417,MH059,12,3492000,2015-02-05
DH0418,MH100,14,3353000,2015-02-06
DH0419,MH056,44,7128000,2015-02-03
DH0420,MH008,49,15631000,2015-02-03
DH0421,MH068,24,7248000,2015-02-04
DH0422,MH081,36,14094000,2015-02-04
DH0423,MH078,7,1274000,2015-02-06
DH0424,MH056,36,5832000,2015-02-03
DH0425,MH033,12,13248000,2015-02-03
DH0426,MH068,39,11778000,2015-02-06
DH0427,MH059,10,2910000,2015-02-04
DH0428,MH014,47,10481000,2015-02-06
DH0429,MH034,30,6210000,2015-02-03
DH0430,MH067,9,3798000,2015-02-05
DH0431,MH070,41,13017500,2015-02-04
DH0432,MH036,40,48300000,2015-02-07
DH0433,MH080,19,21080500,2015-02-06
DH0434,MH042,11,7018000,2015-02-06
DH0435,MH091,22,6787000,2015-02-07
DH0436,MH051,41,12033500,2015-02-06
DH0437,MH093,5,1162500,2015-02-05
DH0438,MH035,30,7560000,2015-02-06
DH0439,MH078,5,910000,2015-02-08
DH0440,MH028,9,4108500,2015-02-07
DH0441,MH052,1,262000,2015-02-04
DH0442,MH029,35,43050000,2015-02-07
DH0443,MH083,9,3442500,2015-02-05
DH0444,MH050,17,7879500,2015-02-05
DH0445,MH053,34,6613000,2015-02-06
DH0446,MH012,45,16245000,2015-02-06
DH0447,MH079,46,18768000,2015-02-04
DH0448,MH070,46,14605000,2015-02-04
DH0449,MH013,20,9650000,2015-02-05
DH0450,MH042,27,17226000,2015-02-09
DH0451,MH037,48,11112000,2015-02-09
DH0452,MH077,26,16354000,2015-02-05
DH0453,MH039,10,12040000,2015-02-06
DH0454,MH029,45,55350000,2015-02-06
DH0455,MH058,7,3447500,2015-02-09
DH0456,MH031,41,48831000,2015-02-07
DH0457,MH019,44,14212000,2015-02-08
DH0458,MH082,21,6436500,2015-02-05
DH0459,MH017,9,3757500,2015-02-07
DH0460,MH046,45,11317500,2015-02-09
DH0461,MH025,22,8569000,2015-02-08
DH0462,MH072,29,9265500,2015-02-06
DH0463,MH008,26,8294000,2015-02-09
DH0464,MH092,28,16338000,2015-02-07
DH0465,MH078,35,6370000,2015-02-06
DH0466,MH026,23,7958000,2015-02-09
DH0467,MH069,25,4200000,2015-02-09
DH0468,MH052,7,1834000,2015-02-08
DH0469,MH091,14,4319000,2015-02-10
DH0470,MH037,8,1852000,2015-02-10
DH0471,MH033,21,23184000,2015-02-07
DH0472,MH033,11,12144000,2015-02-06
DH0473,MH007,17,2830500,2015-02-10
DH0474,MH057,43,17845000,2015-02-06
DH0475,MH076,22,3784000,2015-02-08
DH0476,MH088,46,14559000,2015-02-08
DH0477,MH049,39,13884000,2015-02-10
DH0478,MH045,50,14450000,2015-02-09
DH0479,MH039,24,28896000,2015-02-08
DH0480,MH083,27,10327500,2015-02-07
DH0481,MH063,22,9207000,2015-02-08
DH0482,MH014,35,7805000,2015-02-10
DH0483,MH090,18,21321000,2015-02-11
DH0484,MH088,48,15192000,2015-02-10
DH0485,MH067,28,11816000,2015-02-07
DH0486,MH066,27,10084500,2015-02-10
DH0487,MH090,39,46195500,2015-02-09
DH0488,MH014,29,6467000,2015-02-09
DH0489,MH024,20,4710000,2015-02-10
DH0490,MH071,2,2511000,2015-02-08
DH0491,MH015,47,59431500,2015-02-11
DH0492,MH092,3,1750500,2015-02-09
DH0493,MH079,36,14688000,2015-02-10
DH0494,MH086,36,9396000,2015-02-10
DH0495,MH095,2,2555000,2015-02-12
DH0496,MH030,49,9114000,2015-02-09
DH0497,MH070,12,3810000,2015-02-09
DH0498,MH025,42,16359000,2015-02-10
DH0499,MH044,44,12386000,2015-02-11
DH0500,MH088,35,11077500,2015-02-12
DH0501,MH022,7,9180500,2015-02-08
DH0502,MH039,37,44548000,2015-02-11
DH0503,MH010,10,3045000,2015-02-09
DH0504,MH043,50,15025000,2015-02-09
DH0505,MH026,26,8996000,2015-02-12
DH0506,MH035,5,1260000,2015-02-10
DH0507,MH083,14,5355000,2015-02-11
DH0508,MH097,37,47711500,2015-02-10
DH0509,MH028,32,14608000,2015-02-11
DH0510,MH060,21,4788000,2015-02-11
DH0511,MH072,4,1278000,2015-02-10
DH0512,MH045,38,10982000,2015-02-12
DH0513,MH039,36,43344000,2015-02-10
DH0514,MH001,18,6624000,2015-02-11
DH0515,MH098,39,10666500,2015-02-11
DH0516,MH050,26,12051000,2015-02-13
DH0517,MH031,13,15483000,2015-02-11
DH0518,MH044,4,1126000,2015-02-11
DH0519,MH039,21,25284000,2015-02-12
DH0520,MH040,6,2835000,2015-02-11
DH0521,MH094,27,29956500,2015-02-14
DH0522,MH089,27,13108500,2015-02-12
DH0523,MH037,13,3009500,2015-02-12
DH0524,MH078,7,1274000,2015-02-14
DH0525,MH069,15,2520000,2015-02-10
DH0526,MH070,8,2540000,2015-02-10
DH0527,MH073,5,1210000,2015-02-13
DH0528,MH002,40,25960000,2015-02-14
DH0529,MH005,36,6660000,2015-02-14
DH0530,MH068,22,6644000,2015-02-10
DH0531,MH100,4,958000,2015-02-11
DH0532,MH024,46,10833000,2015-02-14
DH0533,MH036,12,14490000,2015-02-12
DH0534,MH078,49,8918000,2015-02-13
DH0535,MH015,18,22761000,2015-02-14
DH0536,MH023,43,17931000,2015-02-14
DH0537,MH015,47,59431500,2015-02-14
DH0538,MH063,45,18832500,2015-02-12
DH0539,MH031,8,9528000,2015-02-14
DH0540,MH087,26,6643000,2015-02-15
DH0541,MH035,27,6804000,2015-02-14
DH0542,MH012,35,12635000,2015-02-13
DH0543,MH059,23,6693000,2015-02-13
DH0544,MH084,27,10395000,2015-02-11
DH0545,MH079,2,816000,2015-02-14
DH0546,MH047,18,23040000,2015-02-14
DH0547,MH082,42,12873000,2015-02-14
DH0548,MH035,27,6804000,2015-02-13
DH0549,MH039,42,50568000,2015-02-15
DH0550,MH048,27,29929500,2015-02-16
DH0551,MH050,24,11124000,2015-02-14
DH0552,MH077,27,16983000,2015-02-13
DH0553,MH031,31,36921000,2015-02-14
DH0554,MH007,19,3163500,2015-02-16
DH0555,MH082,48,14712000,2015-02-16
DH0556,MH048,4,4434000,2015-02-12
DH0557,MH085,17,3400000,2015-02-14
DH0558,MH081,18,7047000,2015-02-13
DH0559,MH087,32,8176000,2015-02-16
DH0560,MH002,37,24013000,2015-02-14
DH0561,MH005,34,6290000,2015-02-16
DH0562,MH062,33,8860500,2015-02-14
DH0563,MH079,4,1632000,2015-02-17
DH0564,MH024,45,10597500,2015-02-16
DH0565,MH088,26,8229000,2015-02-13
DH0566,MH027,15,3510000,2015-02-16
DH0567,MH085,36,7200000,2015-02-14
DH0568,MH025,46,17917000,2015-02-13
DH0569,MH064,37,6974500,2015-02-13
DH0570,MH069,38,6384000,2015-02-13
DH0571,MH083,19,7267500,2015-02-13
DH0572,MH071,50,62775000,2015-02-15
DH0573,MH059,45,13095000,2015-02-13
DH0574,MH079,36,14688000,2015-02-15
DH0575,MH044,30,8445000,2015-02-17
DH0576,MH086,43,11223000,2015-02-16
DH0577,MH069,26,4368000,2015-02-15
DH0578,MH094,39,43270500,2015-02-17
DH0579,MH061,31,9315500,2015-02-16
DH0580,MH083,1,382500,2015-02-18
DH0581,MH005,46,8510000,2015-02-15
DH0582,MH045,48,13872000,2015-02-17
DH0583,MH013,34,16405000,2015-02-15
DH0584,MH008,40,12760000,2015-02-18
DH0585,MH049,39,13884000,2015-02-15
DH0586,MH038,22,12859000,2015-02-14
DH0587,MH028,11,5021500,2015-02-16
DH0588,MH002,8,5192000,2015-02-18
DH0589,MH063,50,20925000,2015-02-19
DH0590,MH005,38,7030000,2015-02-16
DH0591,MH079,48,19584000,2015-02-15
DH0592,MH012,18,6498000,2015-02-17
DH0593,MH081,41,16051500,2015-02-17
DH0594,MH096,29,10672000,2015-02-15
DH0595,MH022,8,10492000,2015-02-16
DH0596,MH006,3,1368000,2015-02-15
DH0597,MH100,30,7185000,2015-02-19
DH0598,MH091,31,9563500,2015-02-18
DH0599,MH051,31,9098500,2015-02-16
DH0600,MH007,47,7825500,2015-02-18
DH0601,MH034,15,3105000,2015-02-15
DH0602,MH023,21,8757000,2015-02-16
DH0603,MH088,42,13293000,2015-02-19
DH0604,MH038,29,16950500,2015-02-19
DH0605,MH047,26,33280000,2015-02-16
DH0606,MH046,38,9557000,2015-02-16
DH0607,MH090,44,52118000,2015-02-19
DH0608,MH003,10,2755000,2015-02-20
DH0609,MH006,14,6384000,2015-02-19
DH0610,MH076,22,3784000,2015-02-18
DH0611,MH073,22,5324000,2015-02-20
DH0612,MH044,31,8726500,2015-02-16
DH0613,MH020,32,10448000,2015-02-20
DH0614,MH007,6,999000,2015-02-16
DH0615,MH063,42,17577000,2015-02-16
DH0616,MH070,27,8572500,2015-02-19
DH0617,MH072,5,1597500,2015-02-20
DH0618,MH035,45,11340000,2015-02-21
DH0619,MH059,8,2328000,2015-02-21
DH0620,MH050,43,19930500,2015-02-18
DH0621,MH084,18,6930000,2015-02-17
DH0622,MH092,36,21006000,2015-02-20
DH0623,MH072,29,9265500,2015-02-19
DH0624,MH055,11,4796000,2015-02-18
DH0625,MH034,24,4968000,2015-02-20
DH0626,MH038,1,584500,2015-02-21
DH0627,MH021,48,13728000,2015-02-20
DH0628,MH028,36,16434000,2015-02-18
DH0629,MH054,44,14630000,2015-02-20
DH0630,MH085,33,6600000,2015-02-20
DH0631,MH029,50,61500000,2015-02-20
DH0632,MH017,39,16282500,2015-02-20
DH0633,MH051,46,13501000,2015-02-19
DH0634,MH088,48,15192000,2015-02-22
DH0635,MH077,44,27676000,2015-02-20
DH0636,MH079,48,19584000,2015-02-22
DH0637,MH008,16,5104000,2015-02-21
