MH072,CH480,2015-1-4 10:50,190
MH064,CH471,2015-1-4 8:00,200
MH064,CH471,2015-1-4 16:17,172
MH100,CH200,2015-1-4 8:00,200
MH100,CH200,2015-1-4 15:45,173
MH091,CH243,2015-1-4 8:00,200
MH091,CH243,2015-1-4 23:24,194
MH082,CH411,2015-1-4 8:00,200
MH082,CH411,2015-1-4 8:46,175
MH069,CH376,2015-1-4 8:00,200
MH069,CH376,2015-1-4 12:34,157
MH053,CH123,2015-1-4 8:00,200
MH053,CH123,2015-1-4 15:27,171
MH014,CH348,2015-1-4 8:00,200
MH014,CH348,2015-1-4 16:16,180
MH013,CH249,2015-1-5 8:00,200
MH013,CH249,2015-1-5 14:08,155
MH063,CH239,2015-1-5 8:00,200
MH063,CH239,2015-1-5 18:29,194
MH057,CH329,2015-1-5 8:00,200
MH057,CH329,2015-1-5 17:44,177
MH082,CH207,2015-1-5 8:00,200
MH082,CH207,2015-1-5 20:44,151
MH042,CH266,2015-1-5 8:00,200
MH042,CH266,2015-1-5 23:43,152
MH077,CH074,2015-1-5 8:00,200
MH077,CH074,2015-1-5 10:49,182
MH021,CH016,2015-1-5 8:00,200
MH021,CH016,2015-1-5 12:10,168
MH033,CH415,2015-1-5 8:00,200
MH033,CH415,2015-1-5 13:23,175
MH045,CH282,2015-1-5 8:00,200
MH045,CH282,2015-1-5 13:53,165
MH088,CH172,2015-1-5 8:00,200
MH088,CH172,2015-1-5 19:26,182
MH088,CH197,2015-1-5 8:00,200
MH088,CH197,2015-1-5 15:40,184
MH071,CH452,2015-1-5 8:00,200
MH071,CH452,2015-1-5 17:16,192
MH049,CH022,2015-1-5 8:00,200
MH049,CH022,2015-1-5 12:08,189
MH073,CH150,2015-1-5 8:00,200
MH073,CH150,2015-1-5 8:52,182
MH033,CH274,2015-1-6 8:00,200
MH033,CH274,2015-1-6 22:09,192
MH065,CH261,2015-1-6 8:00,200
MH065,CH261,2015-1-6 17:06,168
MH001,CH263,2015-1-6 8:00,200
MH001,CH263,2015-1-6 20:54,197
MH072,CH091,2015-1-6 8:00,200
MH072,CH091,2015-1-6 8:41,173
MH001,CH087,2015-1-6 8:00,200
MH001,CH087,2015-1-6 21:50,186
MH010,CH300,2015-1-6 8:00,200
MH010,CH300,2015-1-6 12:18,188
MH085,CH282,2015-1-6 8:00,200
MH085,CH282,2015-1-6 9:49,159
MH002,CH174,2015-1-6 8:00,200
MH002,CH174,2015-1-6 22:40,173
MH077,CH125,2015-1-6 8:00,200
MH077,CH125,2015-1-6 11:32,198
MH055,CH006,2015-1-6 8:00,200
MH055,CH006,2015-1-6 14:55,160
MH090,CH400,2015-1-6 8:00,200
MH090,CH400,2015-1-6 23:47,169
MH076,CH441,2015-1-6 8:00,200
MH076,CH441,2015-1-6 16:21,155
MH008,CH435,2015-1-6 8:00,200
MH008,CH435,2015-1-6 14:04,161
MH048,CH179,2015-1-6 8:00,200
MH048,CH179,2015-1-6 15:44,183
MH086,CH284,2015-1-7 8:00,200
MH086,CH284,2015-1-7 18:13,199
MH034,CH125,2015-1-7 8:00,200
MH034,CH125,2015-1-7 13:09,172
MH036,CH303,2015-1-7 8:00,200
MH036,CH303,2015-1-7 9:09,156
MH072,CH388,2015-1-7 8:00,200
MH072,CH388,2015-1-7 9:37,189
MH081,CH436,2015-1-7 8:00,200
MH081,CH436,2015-1-7 19:29,196
MH087,CH037,2015-1-7 8:00,200
MH087,CH037,2015-1-7 15:25,178
MH085,CH285,2015-1-7 8:00,200
MH085,CH285,2015-1-7 9:36,167
MH079,CH376,2015-1-7 8:00,200
MH079,CH376,2015-1-7 22:00,189
MH033,CH031,2015-1-7 8:00,200
MH033,CH031,2015-1-7 14:39,151
MH037,CH174,2015-1-7 8:00,200
MH037,CH174,2015-1-7 12:07,199
MH042,CH142,2015-1-7 8:00,200
MH042,CH142,2015-1-7 22:43,154
MH022,CH042,2015-1-7 8:00,200
MH022,CH042,2015-1-7 16:55,176
MH051,CH312,2015-1-7 8:00,200
MH051,CH312,2015-1-7 14:35,160
MH081,CH266,2015-1-7 8:00,200
MH081,CH266,2015-1-7 13:16,158
MH030,CH335,2015-1-8 8:00,200
MH030,CH335,2015-1-8 20:41,189
MH020,CH338,2015-1-8 8:00,200
MH020,CH338,2015-1-8 20:04,175
MH011,CH481,2015-1-8 8:00,200
MH011,CH481,2015-1-8 15:00,175
MH069,CH467,2015-1-8 8:00,200
MH069,CH467,2015-1-8 11:30,186
MH031,CH457,2015-1-8 8:00,200
MH031,CH457,2015-1-8 12:30,158
MH090,CH053,2015-1-8 8:00,200
MH090,CH053,2015-1-8 13:00,197
MH021,CH323,2015-1-8 8:00,200
MH021,CH323,2015-1-8 21:27,165
MH038,CH100,2015-1-8 8:00,200
MH038,CH100,2015-1-8 10:22,186
MH096,CH264,2015-1-8 8:00,200
MH096,CH264,2015-1-8 16:24,165
MH077,CH340,2015-1-8 8:00,200
MH077,CH340,2015-1-8 20:39,179
MH050,CH029,2015-1-8 8:00,200
MH050,CH029,2015-1-8 22:50,159
MH081,CH015,2015-1-8 8:00,200
MH081,CH015,2015-1-8 12:19,174
MH042,CH346,2015-1-8 8:00,200
MH042,CH346,2015-1-8 14:15,155
MH015,CH142,2015-1-8 8:00,200
MH015,CH142,2015-1-8 17:02,168
MH037,CH307,2015-1-9 8:00,200
MH037,CH307,2015-1-9 19:22,159
MH040,CH077,2015-1-9 8:00,200
MH040,CH077,2015-1-9 15:15,183
MH077,CH443,2015-1-9 8:00,200
MH077,CH443,2015-1-9 17:49,182
MH007,CH438,2015-1-9 8:00,200
MH007,CH438,2015-1-9 18:27,195
MH011,CH293,2015-1-9 8:00,200
MH011,CH293,2015-1-9 21:05,162
MH007,CH487,2015-1-9 8:00,200
MH007,CH487,2015-1-9 10:59,153
MH087,CH136,2015-1-9 8:00,200
MH087,CH136,2015-1-9 13:46,179
MH004,CH226,2015-1-9 8:00,200
MH004,CH226,2015-1-9 12:32,153
MH046,CH421,2015-1-9 8:00,200
MH046,CH421,2015-1-9 17:55,167
MH070,CH358,2015-1-9 8:00,200
MH070,CH358,2015-1-9 11:06,151
MH077,CH446,2015-1-9 8:00,200
MH077,CH446,2015-1-9 19:18,155
MH091,CH362,2015-1-9 8:00,200
MH091,CH362,2015-1-9 18:32,154
MH039,CH251,2015-1-9 8:00,200
MH039,CH251,2015-1-9 19:08,171
MH061,CH211,2015-1-9 8:00,200
MH061,CH211,2015-1-9 13:36,188
MH032,CH046,2015-1-10 8:00,200
MH032,CH046,2015-1-10 11:41,197
MH034,CH159,2015-1-10 8:00,200
MH034,CH159,2015-1-10 16:19,178
MH004,CH172,2015-1-10 8:00,200
MH004,CH172,2015-1-10 14:53,191
MH062,CH005,2015-1-10 8:00,200
MH062,CH005,2015-1-10 12:39,178
MH098,CH001,2015-1-10 8:00,200
MH098,CH001,2015-1-10 17:35,188
MH071,CH487,2015-1-10 8:00,200
MH071,CH487,2015-1-10 13:17,152
MH091,CH169,2015-1-10 8:00,200
MH091,CH169,2015-1-10 18:19,163
MH089,CH449,2015-1-10 8:00,200
MH089,CH449,2015-1-10 17:31,160
MH019,CH479,2015-1-10 8:00,200
MH019,CH479,2015-1-10 11:24,157
MH089,CH278,2015-1-10 8:00,200
MH089,CH278,2015-1-10 21:42,177
MH073,CH048,2015-1-10 8:00,200
MH073,CH048,2015-1-10 12:30,197
MH098,CH143,2015-1-10 8:00,200
MH098,CH143,2015-1-10 18:17,168
MH027,CH330,2015-1-10 8:00,200
MH027,CH330,2015-1-10 23:04,179
MH013,CH425,2015-1-10 8:00,200
MH013,CH425,2015-1-10 14:28,179
MH042,CH031,2015-1-11 8:00,200
MH042,CH031,2015-1-11 16:33,167
MH002,CH266,2015-1-11 8:00,200
MH002,CH266,2015-1-11 15:42,168
MH096,CH056,2015-1-11 8:00,200
MH096,CH056,2015-1-11 13:34,155
MH083,CH133,2015-1-11 8:00,200
MH083,CH133,2015-1-11 21:13,181
MH018,CH113,2015-1-11 8:00,200
MH018,CH113,2015-1-11 14:26,161
MH007,CH402,2015-1-11 8:00,200
MH007,CH402,2015-1-11 23:38,158
MH046,CH207,2015-1-11 8:00,200
MH046,CH207,2015-1-11 21:57,166
MH059,CH239,2015-1-11 8:00,200
MH059,CH239,2015-1-11 8:21,181
MH092,CH462,2015-1-11 8:00,200
MH092,CH462,2015-1-11 15:13,183
MH066,CH467,2015-1-11 8:00,200
MH066,CH467,2015-1-11 22:23,181
MH010,CH013,2015-1-11 8:00,200
MH010,CH013,2015-1-11 10:08,157
MH096,CH201,2015-1-11 8:00,200
MH096,CH201,2015-1-11 20:52,187
MH025,CH143,2015-1-11 8:00,200
MH025,CH143,2015-1-11 16:55,191
MH086,CH291,2015-1-11 8:00,200
MH086,CH291,2015-1-11 22:48,151
MH095,CH239,2015-1-12 8:00,200
MH095,CH239,2015-1-12 15:17,198
MH077,CH371,2015-1-12 8:00,200
MH077,CH371,2015-1-12 8:56,197
MH009,CH090,2015-1-12 8:00,200
MH009,CH090,2015-1-12 16:31,160
MH024,CH259,2015-1-12 8:00,200
MH024,CH259,2015-1-12 14:15,195
MH080,CH327,2015-1-12 8:00,200
MH080,CH327,2015-1-12 10:18,176
MH089,CH317,2015-1-12 8:00,200
MH089,CH317,2015-1-12 20:08,174
MH075,CH048,2015-1-12 8:00,200
MH075,CH048,2015-1-12 14:18,184
MH019,CH119,2015-1-12 8:00,200
MH019,CH119,2015-1-12 23:26,177
MH078,CH126,2015-1-12 8:00,200
MH078,CH126,2015-1-12 8:55,185
MH039,CH081,2015-1-12 8:00,200
MH039,CH081,2015-1-12 12:44,185
MH027,CH310,2015-1-12 8:00,200
MH027,CH310,2015-1-12 13:50,170
MH053,CH206,2015-1-12 8:00,200
MH053,CH206,2015-1-12 21:14,166
MH090,CH266,2015-1-12 8:00,200
MH090,CH266,2015-1-12 8:21,171
MH048,CH105,2015-1-12 8:00,200
MH048,CH105,2015-1-12 11:30,198
MH044,CH001,2015-1-13 8:00,200
MH044,CH001,2015-1-13 19:19,171
MH086,CH258,2015-1-13 8:00,200
MH086,CH258,2015-1-13 17:30,179
MH087,CH191,2015-1-13 8:00,200
MH087,CH191,2015-1-13 21:53,171
MH099,CH194,2015-1-13 8:00,200
MH099,CH194,2015-1-13 23:27,163
MH067,CH333,2015-1-13 8:00,200
MH067,CH333,2015-1-13 16:59,182
MH066,CH376,2015-1-13 8:00,200
MH066,CH376,2015-1-13 18:26,171
MH048,CH429,2015-1-13 8:00,200
MH048,CH429,2015-1-13 12:00,158
MH097,CH292,2015-1-13 8:00,200
MH097,CH292,2015-1-13 19:19,188
MH056,CH343,2015-1-13 8:00,200
MH056,CH343,2015-1-13 11:17,172
MH002,CH378,2015-1-13 8:00,200
MH002,CH378,2015-1-13 22:22,157
MH025,CH248,2015-1-13 8:00,200
MH025,CH248,2015-1-13 21:20,159
MH008,CH391,2015-1-13 8:00,200
MH008,CH391,2015-1-13 12:50,151
MH011,CH288,2015-1-13 8:00,200
MH011,CH288,2015-1-13 14:26,195
MH049,CH261,2015-1-13 8:00,200
MH049,CH261,2015-1-13 13:18,164
MH099,CH028,2015-1-14 8:00,200
MH099,CH028,2015-1-14 16:00,180
MH036,CH349,2015-1-14 8:00,200
MH036,CH349,2015-1-14 22:54,187
MH002,CH237,2015-1-14 8:00,200
MH002,CH237,2015-1-14 18:31,185
MH023,CH070,2015-1-14 8:00,200
MH023,CH070,2015-1-14 15:39,161
MH053,CH145,2015-1-14 8:00,200
MH053,CH145,2015-1-14 11:51,179
MH073,CH380,2015-1-14 8:00,200
MH073,CH380,2015-1-14 9:53,150
MH069,CH273,2015-1-14 8:00,200
MH069,CH273,2015-1-14 18:30,188
MH085,CH125,2015-1-14 8:00,200
MH085,CH125,2015-1-14 21:54,161
MH091,CH309,2015-1-14 8:00,200
MH091,CH309,2015-1-14 21:05,174
MH084,CH109,2015-1-14 8:00,200
MH084,CH109,2015-1-14 15:16,159
MH072,CH111,2015-1-14 8:00,200
MH072,CH111,2015-1-14 13:11,175
MH081,CH333,2015-1-14 8:00,200
MH081,CH333,2015-1-14 20:26,167
MH067,CH117,2015-1-14 8:00,200
MH067,CH117,2015-1-14 14:32,158
MH044,CH079,2015-1-14 8:00,200
MH044,CH079,2015-1-14 14:27,154
MH019,CH010,2015-1-15 8:00,200
MH019,CH010,2015-1-15 11:32,162
MH045,CH453,2015-1-15 8:00,200
MH045,CH453,2015-1-15 19:52,153
MH095,CH008,2015-1-15 8:00,200
MH095,CH008,2015-1-15 18:50,167
MH099,CH097,2015-1-15 8:00,200
MH099,CH097,2015-1-15 10:03,180
MH063,CH269,2015-1-15 8:00,200
MH063,CH269,2015-1-15 16:54,152
MH043,CH170,2015-1-15 8:00,200
MH043,CH170,2015-1-15 15:24,161
MH083,CH240,2015-1-15 8:00,200
MH083,CH240,2015-1-15 10:04,192
MH066,CH334,2015-1-15 8:00,200
MH066,CH334,2015-1-15 19:31,180
MH098,CH199,2015-1-15 8:00,200
MH098,CH199,2015-1-15 11:32,158
MH088,CH179,2015-1-15 8:00,200
MH088,CH179,2015-1-15 16:25,191
MH089,CH263,2015-1-15 8:00,200
MH089,CH263,2015-1-15 10:30,186
MH099,CH415,2015-1-15 8:00,200
MH099,CH415,2015-1-15 9:52,174
MH033,CH495,2015-1-15 8:00,200
MH033,CH495,2015-1-15 18:29,186
MH074,CH087,2015-1-15 8:00,200
MH074,CH087,2015-1-15 16:18,182
MH043,CH060,2015-1-16 8:00,200
MH043,CH060,2015-1-16 15:28,150
MH088,CH217,2015-1-16 8:00,200
MH088,CH217,2015-1-16 13:48,154
MH002,CH470,2015-1-16 8:00,200
MH002,CH470,2015-1-16 12:33,153
MH057,CH416,2015-1-16 8:00,200
MH057,CH416,2015-1-16 18:54,185
MH085,CH081,2015-1-16 8:00,200
MH085,CH081,2015-1-16 17:17,151
MH021,CH224,2015-1-16 8:00,200
MH021,CH224,2015-1-16 8:37,193
MH041,CH279,2015-1-16 8:00,200
MH041,CH279,2015-1-16 12:10,176
MH013,CH004,2015-1-16 8:00,200
MH013,CH004,2015-1-16 9:53,183
MH013,CH401,2015-1-16 8:00,200
MH013,CH401,2015-1-16 10:57,183
MH049,CH387,2015-1-16 8:00,200
MH049,CH387,2015-1-16 12:58,182
MH052,CH118,2015-1-16 8:00,200
MH052,CH118,2015-1-16 10:48,188
MH029,CH073,2015-1-16 8:00,200
MH029,CH073,2015-1-16 21:48,194
MH068,CH410,2015-1-16 8:00,200
MH068,CH410,2015-1-16 16:51,174
MH010,CH249,2015-1-16 8:00,200
MH010,CH249,2015-1-16 19:42,176
MH011,CH095,2015-1-17 8:00,200
MH011,CH095,2015-1-17 20:05,151
MH099,CH346,2015-1-17 8:00,200
MH099,CH346,2015-1-17 22:15,176
MH071,CH114,2015-1-17 8:00,200
MH071,CH114,2015-1-17 9:18,181
MH004,CH427,2015-1-17 8:00,200
MH004,CH427,2015-1-17 19:12,170
MH062,CH133,2015-1-17 8:00,200
MH062,CH133,2015-1-17 17:40,155
MH050,CH328,2015-1-17 8:00,200
MH050,CH328,2015-1-17 16:22,162
MH086,CH278,2015-1-17 8:00,200
MH086,CH278,2015-1-17 18:16,176
MH028,CH052,2015-1-17 8:00,200
MH028,CH052,2015-1-17 14:43,180
MH043,CH351,2015-1-17 8:00,200
MH043,CH351,2015-1-17 20:44,184
MH042,CH186,2015-1-17 8:00,200
MH042,CH186,2015-1-17 22:20,183
MH090,CH382,2015-1-17 8:00,200
MH090,CH382,2015-1-17 20:19,156
MH001,CH290,2015-1-17 8:00,200
MH001,CH290,2015-1-17 15:32,163
MH037,CH464,2015-1-17 8:00,200
MH037,CH464,2015-1-17 10:15,153
MH032,CH238,2015-1-17 8:00,200
MH032,CH238,2015-1-17 10:43,184
MH052,CH406,2015-1-18 8:00,200
MH052,CH406,2015-1-18 23:35,176
MH078,CH453,2015-1-18 8:00,200
MH078,CH453,2015-1-18 14:25,150
MH085,CH075,2015-1-18 8:00,200
MH085,CH075,2015-1-18 21:36,164
MH071,CH437,2015-1-18 8:00,200
MH071,CH437,2015-1-18 23:43,158
MH071,CH182,2015-1-18 8:00,200
MH071,CH182,2015-1-18 11:16,192
MH096,CH097,2015-1-18 8:00,200
MH096,CH097,2015-1-18 13:08,188
MH036,CH223,2015-1-18 8:00,200
MH036,CH223,2015-1-18 12:28,156
MH032,CH155,2015-1-18 8:00,200
MH032,CH155,2015-1-18 17:20,168
MH025,CH073,2015-1-18 8:00,200
MH025,CH073,2015-1-18 23:34,191
MH049,CH422,2015-1-18 8:00,200
MH049,CH422,2015-1-18 23:11,186
MH035,CH033,2015-1-18 8:00,200
MH035,CH033,2015-1-18 14:14,180
MH049,CH448,2015-1-18 8:00,200
MH049,CH448,2015-1-18 19:42,168
MH032,CH220,2015-1-18 8:00,200
MH032,CH220,2015-1-18 13:25,188
MH083,CH351,2015-1-18 8:00,200
MH083,CH351,2015-1-18 21:54,155
MH054,CH070,2015-1-19 8:00,200
MH054,CH070,2015-1-19 11:57,162
MH065,CH144,2015-1-19 8:00,200
MH065,CH144,2015-1-19 13:39,196
MH026,CH048,2015-1-19 8:00,200
MH026,CH048,2015-1-19 20:56,175
MH094,CH179,2015-1-19 8:00,200
MH094,CH179,2015-1-19 21:41,171
MH058,CH232,2015-1-19 8:00,200
MH058,CH232,2015-1-19 12:15,170
MH057,CH132,2015-1-19 8:00,200
MH057,CH132,2015-1-19 14:50,192
MH014,CH397,2015-1-19 8:00,200
MH014,CH397,2015-1-19 8:42,164
MH075,CH460,2015-1-19 8:00,200
MH075,CH460,2015-1-19 22:59,173
MH083,CH107,2015-1-19 8:00,200
MH083,CH107,2015-1-19 21:41,197
MH088,CH291,2015-1-19 8:00,200
MH088,CH291,2015-1-19 21:30,166
MH042,CH331,2015-1-19 8:00,200
MH042,CH331,2015-1-19 9:48,150
MH036,CH190,2015-1-19 8:00,200
MH036,CH190,2015-1-19 17:33,160
MH097,CH320,2015-1-19 8:00,200
MH097,CH320,2015-1-19 22:08,183
MH069,CH330,2015-1-19 8:00,200
MH069,CH330,2015-1-19 19:18,187
MH030,CH060,2015-1-20 8:00,200
MH030,CH060,2015-1-20 19:17,168
MH093,CH289,2015-1-20 8:00,200
MH093,CH289,2015-1-20 14:37,179
MH056,CH402,2015-1-20 8:00,200
MH056,CH402,2015-1-20 22:58,169
MH052,CH137,2015-1-20 8:00,200
MH052,CH137,2015-1-20 19:41,193
MH041,CH098,2015-1-20 8:00,200
MH041,CH098,2015-1-20 10:21,196
MH088,CH270,2015-1-20 8:00,200
MH088,CH270,2015-1-20 10:44,161
MH009,CH320,2015-1-20 8:00,200
MH009,CH320,2015-1-20 9:10,187
MH062,CH263,2015-1-20 8:00,200
MH062,CH263,2015-1-20 20:27,155
MH060,CH026,2015-1-20 8:00,200
MH060,CH026,2015-1-20 14:39,185
MH009,CH448,2015-1-20 8:00,200
MH009,CH448,2015-1-20 18:25,152
MH082,CH319,2015-1-20 8:00,200
MH082,CH319,2015-1-20 9:56,153
MH024,CH171,2015-1-20 8:00,200
MH024,CH171,2015-1-20 12:59,169
MH061,CH411,2015-1-20 8:00,200
MH061,CH411,2015-1-20 11:19,167
MH087,CH213,2015-1-20 8:00,200
MH087,CH213,2015-1-20 20:50,185
MH071,CH109,2015-1-21 8:00,200
MH071,CH109,2015-1-21 20:00,191
MH068,CH329,2015-1-21 8:00,200
MH068,CH329,2015-1-21 16:27,190
MH005,CH336,2015-1-21 8:00,200
MH005,CH336,2015-1-21 13:46,159
MH046,CH321,2015-1-21 8:00,200
MH046,CH321,2015-1-21 21:54,173
MH059,CH074,2015-1-21 8:00,200
MH059,CH074,2015-1-21 20:40,171
MH051,CH161,2015-1-21 8:00,200
MH051,CH161,2015-1-21 15:24,194
MH092,CH471,2015-1-21 8:00,200
MH092,CH471,2015-1-21 21:27,198
MH099,CH216,2015-1-21 8:00,200
MH099,CH216,2015-1-21 17:25,152
MH030,CH355,2015-1-21 8:00,200
MH030,CH355,2015-1-21 8:28,190
MH058,CH232,2015-1-21 8:00,170
MH058,CH232,2015-1-21 11:05,140
MH061,CH499,2015-1-21 8:00,200
MH061,CH499,2015-1-21 19:51,194
MH064,CH474,2015-1-21 8:00,200
MH064,CH474,2015-1-21 21:58,158
MH081,CH218,2015-1-21 8:00,200
MH081,CH218,2015-1-21 16:19,153
MH070,CH433,2015-1-21 8:00,200
MH070,CH433,2015-1-21 20:47,151
MH013,CH245,2015-1-22 8:00,200
MH013,CH245,2015-1-22 10:10,158
MH097,CH438,2015-1-22 8:00,200
MH097,CH438,2015-1-22 13:06,171
MH014,CH223,2015-1-22 8:00,200
MH014,CH223,2015-1-22 23:09,182
MH033,CH360,2015-1-22 8:00,200
MH033,CH360,2015-1-22 12:10,191
MH047,CH400,2015-1-22 8:00,200
MH047,CH400,2015-1-22 19:11,181
MH084,CH086,2015-1-22 8:00,200
MH084,CH086,2015-1-22 12:29,164
MH013,CH296,2015-1-22 8:00,200
MH013,CH296,2015-1-22 12:49,191
MH079,CH380,2015-1-22 8:00,200
MH079,CH380,2015-1-22 13:30,199
MH094,CH303,2015-1-22 8:00,200
MH094,CH303,2015-1-22 23:41,157
MH044,CH441,2015-1-22 8:00,200
MH044,CH441,2015-1-22 12:06,161
MH037,CH413,2015-1-22 8:00,200
MH037,CH413,2015-1-22 10:14,159
MH028,CH069,2015-1-22 8:00,200
MH028,CH069,2015-1-22 8:21,161
MH068,CH468,2015-1-22 8:00,200
MH068,CH468,2015-1-22 12:08,164
MH039,CH083,2015-1-22 8:00,200
MH039,CH083,2015-1-22 12:26,166
MH020,CH368,2015-1-23 8:00,200
MH020,CH368,2015-1-23 23:56,189
MH047,CH401,2015-1-23 8:00,200
MH047,CH401,2015-1-23 13:31,184
MH032,CH443,2015-1-23 8:00,200
MH032,CH443,2015-1-23 14:37,199
MH031,CH369,2015-1-23 8:00,200
MH031,CH369,2015-1-23 15:42,150
MH081,CH179,2015-1-23 8:00,200
MH081,CH179,2015-1-23 12:07,151
MH075,CH322,2015-1-23 8:00,200
MH075,CH322,2015-1-23 23:08,176
MH077,CH480,2015-1-23 8:00,200
MH077,CH480,2015-1-23 18:57,199
MH009,CH361,2015-1-23 8:00,200
MH009,CH361,2015-1-23 10:00,196
MH039,CH392,2015-1-23 8:00,200
MH039,CH392,2015-1-23 10:06,155
MH081,CH126,2015-1-23 8:00,200
MH081,CH126,2015-1-23 13:34,173
MH051,CH334,2015-1-23 8:00,200
MH051,CH334,2015-1-23 9:24,178
MH027,CH281,2015-1-23 8:00,200
MH027,CH281,2015-1-23 23:12,180
MH098,CH083,2015-1-23 8:00,200
MH098,CH083,2015-1-23 10:50,155
MH073,CH169,2015-1-23 8:00,200
MH073,CH169,2015-1-23 22:56,194
MH006,CH050,2015-1-24 8:00,200
MH006,CH050,2015-1-24 21:30,158
MH007,CH146,2015-1-24 8:00,200
MH007,CH146,2015-1-24 17:19,170
MH012,CH289,2015-1-24 8:00,200
MH012,CH289,2015-1-24 12:17,184
MH004,CH488,2015-1-24 8:00,200
MH004,CH488,2015-1-24 9:03,182
MH013,CH227,2015-1-24 8:00,200
MH013,CH227,2015-1-24 13:36,170
MH019,CH248,2015-1-24 8:00,200
MH019,CH248,2015-1-24 13:33,197
MH059,CH156,2015-1-24 8:00,200
MH059,CH156,2015-1-24 17:55,179
MH016,CH203,2015-1-24 8:00,200
MH016,CH203,2015-1-24 11:26,194
MH030,CH195,2015-1-24 8:00,200
MH030,CH195,2015-1-24 10:05,184
MH052,CH388,2015-1-24 8:00,200
MH052,CH388,2015-1-24 11:53,159
MH068,CH322,2015-1-24 8:00,200
MH068,CH322,2015-1-24 11:42,158
